sexo,estado_civil,grupo_depend,x_nem,leng,mate,cien,beca,edad,jefe_familia,nem,educpadre,educmadre
Masculino,Soltero,Particular Subvencionado (Dependencia 3),66,678,685,593,1,19,Madre del postulante,6.5999999,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),65,583,634,590,0,19,Padre de postulante,6.5,6,5
Masculino,Soltero,Particular Pagado (Dependencia 4),65,616,668,692,0,19,Madre del postulante,6.5,5,7
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",63,521,569,568,1,18,Madre del postulante,6.3000002,4,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,433,422,347,0,19,Madre del postulante,5.1999998,4,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,510,557,507,0,18,Padre de postulante,5.9000001,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),62,563,584,347,1,18,Madre del postulante,6.1999998,4,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),64,573,681,572,0,18,Padre de postulante,6.4000001,5,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,552,634,564,0,19,,5.5,13,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),50,494,499,473,0,19,Padre de postulante,5,5,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",66,510,539,473,1,19,Padre de postulante,6.5999999,5,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),49,343,351,319,0,19,Padre de postulante,4.9000001,3,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,506,485,527,0,18,Padre de postulante,5.5999999,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,558,600,552,0,18,Padre de postulante,5.3000002,2,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),63,611,617,626,0,19,Madre del postulante,6.3000002,2,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,641,592,611,0,19,Padre de postulante,5.6999998,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,488,448,499,0,19,Padre de postulante,5.9000001,2,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,413,422,392,0,18,,5.1999998,3,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,605,539,520,0,18,Padre de postulante,5.5999999,14,7
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,542,529,319,0,19,Padre de postulante,5.4000001,2,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,537,477,514,0,20,Padre de postulante,5.5,3,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,433,459,347,0,19,Madre del postulante,5.5,4,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,548,459,431,0,19,Madre del postulante,5.8000002,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,516,506,514,0,19,Padre de postulante,5.3000002,5,5
Femenino,Soltero,Particular Pagado (Dependencia 4),58,510,581,651,0,18,Padre de postulante,5.8000002,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,405,513,448,0,19,Padre de postulante,5.3000002,3,3
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,427,422,448,0,19,Abuelo(a),5.4000001,2,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",63,762,722,727,0,19,Padre de postulante,6.3000002,14,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,333,493,461,0,19,Madre del postulante,5.0999999,6,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,583,656,619,0,19,Padre de postulante,6,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),51,433,327,499,0,19,Padre de postulante,5.0999999,14,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,542,681,619,0,19,Padre de postulante,6,5,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",56,685,561,608,0,19,Madre del postulante,5.5999999,2,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),51,483,493,448,0,18,Madre del postulante,5.0999999,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,494,391,448,0,18,Padre de postulante,5.3000002,4,2
Femenino,Soltero,Particular Pagado (Dependencia 4),63,516,543,392,0,18,Padre de postulante,6.3000002,3,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,472,506,527,0,18,Otro familiar del postulante,5.5,11,11
Masculino,Soltero,Particular Pagado (Dependencia 4),58,583,640,637,0,19,Padre de postulante,5.8000002,14,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,516,529,473,0,19,Padre de postulante,5.5,3,3
Femenino,Soltero,Particular Pagado (Dependencia 4),66,641,708,651,0,19,Padre de postulante,6.5999999,14,13
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,477,372,448,0,19,Padre de postulante,5.9000001,5,5
Masculino,Soltero,Particular Pagado (Dependencia 4),68,662,640,590,0,19,Padre de postulante,6.8000002,11,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",56,448,485,473,0,19,Padre de postulante,5.5999999,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,465,493,414,1,19,Padre de postulante,6,3,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,433,524,461,0,19,Madre del postulante,5.1999998,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,558,493,492,0,18,Madre del postulante,5.5,5,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,548,552,596,0,19,Madre del postulante,5.6999998,11,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,589,600,548,0,19,Madre del postulante,5.6999998,14,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),62,506,561,520,0,18,Madre del postulante,6.1999998,3,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),65,594,576,532,1,19,Madre del postulante,6.5,2,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,563,477,527,0,19,Madre del postulante,6,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),64,563,672,673,1,18,Padre de postulante,6.4000001,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,373,422,431,0,18,Padre de postulante,5.1999998,11,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,501,656,499,0,19,Madre del postulante,5.9000001,7,7
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,558,681,608,0,19,Padre de postulante,6,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,397,493,319,0,19,Madre del postulante,5.8000002,3,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",47,405,408,461,0,20,Madre del postulante,4.6999998,14,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,494,436,371,0,19,Madre del postulante,5.6999998,7,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",63,537,524,461,1,19,Abuelo(a),6.3000002,5,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),66,797,672,602,1,19,Padre de postulante,6.5999999,7,7
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,353,436,371,0,18,Padre de postulante,5.6999998,4,3
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",56,563,609,514,0,19,Padre de postulante,5.5999999,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,472,535,431,0,19,Madre del postulante,5.8000002,4,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,594,499,431,0,19,Padre de postulante,5.6999998,12,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),50,440,485,431,0,19,Padre de postulante,5,4,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,780,729,723,0,19,Padre de postulante,6.0999999,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",52,343,499,392,0,19,Padre de postulante,5.1999998,2,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,605,485,520,1,19,Padre de postulante,6.0999999,3,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),50,465,408,371,0,18,Madre del postulante,5,2,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,558,518,461,0,19,Padre de postulante,5.4000001,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,453,477,520,0,19,Padre de postulante,5.5,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),65,747,746,695,0,19,Madre del postulante,6.5,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,616,596,572,0,19,Padre de postulante,5.8000002,11,13
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,494,617,568,0,19,Padre de postulante,5.9000001,6,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,244,223,448,0,19,Padre de postulante,5.5,2,3
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",63,440,493,448,0,19,Madre del postulante,6.3000002,11,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,389,351,392,0,19,Madre del postulante,5.0999999,3,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),51,405,351,461,0,19,Padre de postulante,5.0999999,4,5
Masculino,Soltero,Particular Pagado (Dependencia 4),54,600,681,598,0,19,Padre de postulante,5.4000001,13,14
Femenino,Soltero,Particular Pagado (Dependencia 4),65,670,552,611,0,19,Padre de postulante,6.5,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),64,616,757,640,0,19,Abuelo(a),6.4000001,14,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,413,524,431,0,19,Madre del postulante,5.5,4,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),68,815,702,692,1,19,Padre de postulante,6.8000002,7,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,373,422,347,0,19,Padre de postulante,5.1999998,4,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,460,459,448,0,19,Padre de postulante,5.6999998,2,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,622,592,557,0,18,Madre del postulante,5.8000002,4,4
Masculino,Soltero,Particular Pagado (Dependencia 4),59,635,668,542,0,19,Madre del postulante,5.9000001,14,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,542,529,542,0,19,Padre de postulante,5.1999998,5,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,568,600,611,0,19,Padre de postulante,5.8000002,5,7
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,397,408,371,0,19,Padre de postulante,5.0999999,13,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,477,499,507,0,19,Padre de postulante,5.9000001,14,13
Masculino,Soltero,Particular Pagado (Dependencia 4),65,678,834,695,0,19,Padre de postulante,6.5,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),65,389,535,448,1,19,Madre del postulante,6.5,3,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,506,576,392,0,19,Madre del postulante,5.6999998,7,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,527,552,572,0,19,Madre del postulante,6,5,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,448,459,461,0,19,Madre del postulante,5.9000001,13,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,527,539,575,0,19,Padre de postulante,5.3000002,5,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,605,648,520,0,19,Madre del postulante,6,5,13
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,448,372,371,0,19,Padre de postulante,5.8000002,4,4
Femenino,Soltero,Particular Pagado (Dependencia 4),69,806,785,734,0,18,Padre de postulante,6.9000001,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),60,501,485,414,1,18,Padre de postulante,6,4,2
Masculino,Vuido,Particular Subvencionado (Dependencia 3),58,531,506,431,0,18,Otro familiar del postulante,5.8000002,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,440,459,431,0,18,Padre de postulante,6,5,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,488,552,542,0,19,Madre del postulante,5.8000002,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,563,659,651,0,19,Padre de postulante,6,3,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,622,648,538,0,19,Madre del postulante,5.5999999,3,7
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,527,422,483,0,19,Madre del postulante,5.5999999,3,3
Masculino,Soltero,Particular Pagado (Dependencia 4),57,583,637,596,0,19,Padre de postulante,5.6999998,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,460,651,448,0,19,Padre de postulante,5.5,4,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,516,459,319,0,19,Padre de postulante,5.3000002,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,510,557,492,0,18,Padre de postulante,5.9000001,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),62,494,539,542,1,18,Abuelo(a),6.1999998,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,488,548,499,0,18,Padre de postulante,6.0999999,4,3
Femenino,Soltero,Particular Pagado (Dependencia 4),58,563,557,564,0,18,Padre de postulante,5.8000002,14,13
Masculino,Soltero,Particular Subvencionado (Dependencia 3),67,605,524,483,1,18,Padre de postulante,6.6999998,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),63,662,644,623,0,18,Padre de postulante,6.3000002,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,472,557,527,0,19,Padre de postulante,5.4000001,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,583,459,532,0,19,Abuelo(a),5.9000001,3,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,322,422,289,0,21,Madre del postulante,5.0999999,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),63,472,529,499,1,19,Madre del postulante,6.3000002,5,3
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",49,333,459,461,0,19,Padre de postulante,4.9000001,4,3
Masculino,Soltero,Particular Pagado (Dependencia 4),50,448,422,492,0,19,Padre de postulante,5,12,14
Femenino,Soltero,Particular Pagado (Dependencia 4),56,600,569,575,0,19,Padre de postulante,5.5999999,14,13
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,568,459,552,0,19,Padre de postulante,5.8000002,11,3
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",59,477,617,414,0,19,Madre del postulante,5.9000001,11,12
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",49,363,351,347,0,18,Padre de postulante,4.9000001,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,600,576,548,1,18,Padre de postulante,6,7,7
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,405,448,347,0,18,Madre del postulante,5.4000001,5,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),51,568,606,579,0,18,Padre de postulante,5.0999999,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,440,493,371,0,19,Padre de postulante,5.5,11,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,506,459,431,0,19,Padre de postulante,6.0999999,4,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,548,630,611,0,19,Padre de postulante,6,14,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",54,477,391,507,0,18,Padre de postulante,5.4000001,11,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,531,573,532,1,19,Madre del postulante,5.9000001,13,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",64,611,620,572,0,19,Padre de postulante,6.4000001,3,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,483,565,538,1,19,Abuelo(a),6.0999999,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,510,372,319,0,18,Padre de postulante,5.5999999,3,3
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,433,557,520,0,18,Padre de postulante,5.5,3,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),59,655,617,520,0,19,Padre de postulante,5.9000001,7,12
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,483,589,520,0,19,Padre de postulante,5.3000002,4,7
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,527,518,507,0,19,Madre del postulante,5.0999999,4,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,405,576,561,0,19,Madre del postulante,5.5999999,13,13
Masculino,Soltero,Particular Subvencionado (Dependencia 3),50,483,539,532,0,18,Padre de postulante,5,5,5
Masculino,Soltero,Particular Pagado (Dependencia 4),53,558,584,492,0,19,Padre de postulante,5.3000002,14,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,298,459,414,0,18,Padre de postulante,5.3000002,7,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,611,524,520,0,19,Padre de postulante,5.5,5,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,548,637,583,0,18,Padre de postulante,5.6999998,13,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),49,494,436,473,0,19,Abuelo(a),4.9000001,4,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),67,685,663,723,1,19,Madre del postulante,6.6999998,11,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,397,391,461,0,19,Padre de postulante,5.3000002,11,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,589,548,499,0,19,Padre de postulante,5.8000002,13,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,563,561,431,0,19,Padre de postulante,5.5,7,7
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",58,460,529,492,0,19,Padre de postulante,5.8000002,13,5
Femenino,Soltero,Particular Pagado (Dependencia 4),62,715,708,642,0,19,Padre de postulante,6.1999998,14,13
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,510,613,483,0,18,Cónyuge del postulante,5.8000002,7,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,552,576,542,0,19,Padre de postulante,5.8000002,11,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,483,600,575,0,19,Otro familiar del postulante,5.1999998,5,14
Femenino,Soltero,Particular Pagado (Dependencia 4),54,510,606,548,0,19,Padre de postulante,5.4000001,14,14
Femenino,Soltero,Particular Pagado (Dependencia 4),49,284,351,272,0,19,Padre de postulante,4.9000001,5,13
Femenino,Soltero,Particular Subvencionado (Dependencia 3),56,589,702,631,0,18,Abuelo(a),5.5999999,14,14
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",64,573,539,579,1,18,Padre de postulante,6.4000001,7,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",60,594,584,527,0,18,Padre de postulante,6,3,4
Masculino,Soltero,Particular Pagado (Dependencia 4),55,542,603,507,0,18,Padre de postulante,5.5,14,14
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",65,542,535,492,1,19,Padre de postulante,6.5,14,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,483,557,492,0,19,Madre del postulante,5.1999998,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,600,548,542,0,19,Padre de postulante,5.5,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,510,581,532,0,19,Padre de postulante,5.8000002,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,568,573,568,0,19,Abuelo(a),5.6999998,2,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,310,372,272,0,19,Madre del postulante,5.8000002,7,7
Masculino,Soltero,Particular Pagado (Dependencia 4),64,616,757,628,0,19,Padre de postulante,6.4000001,14,11
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",62,600,589,552,0,18,Padre de postulante,6.1999998,11,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,472,557,414,0,19,Padre de postulante,5.5999999,5,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),57,521,469,507,0,18,Padre de postulante,5.6999998,5,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,333,422,448,0,20,Padre de postulante,5.3000002,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,433,535,289,0,18,Padre de postulante,6.0999999,5,11
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,427,485,473,0,19,Padre de postulante,5.9000001,14,11
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",64,494,539,492,1,19,Padre de postulante,6.4000001,5,5
Masculino,Soltero,Particular Pagado (Dependencia 4),50,427,506,483,0,19,Padre de postulante,5,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),60,579,634,538,0,19,Madre del postulante,6,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),50,298,408,392,0,19,Madre del postulante,5,3,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",50,343,493,414,0,19,Madre del postulante,5,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,531,477,473,0,18,Padre de postulante,5.5,14,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),64,641,637,568,0,19,Padre de postulante,6.4000001,4,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,579,513,507,0,19,Madre del postulante,6.0999999,14,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",51,353,274,392,0,19,Padre de postulante,5.0999999,5,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,472,518,263,0,19,Madre del postulante,5.5,4,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,373,422,448,0,18,Padre de postulante,6.0999999,3,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,420,499,371,0,18,Madre del postulante,5.4000001,3,3
Femenino,Soltero,Particular Subvencionado (Dependencia 3),61,542,565,527,0,19,Padre de postulante,6.0999999,4,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),49,501,422,392,0,19,Padre de postulante,4.9000001,4,7
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",64,579,565,520,0,19,Padre de postulante,6.4000001,5,13
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,488,524,414,0,19,Padre de postulante,5.3000002,4,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,594,609,507,0,19,Otra persona,5.6999998,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,527,529,473,0,19,Padre de postulante,5.8000002,4,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),52,448,436,492,0,19,Padre de postulante,5.1999998,5,12
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,453,485,371,0,19,Madre del postulante,5.4000001,2,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,611,672,561,0,19,Padre de postulante,5.8000002,11,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),58,641,584,579,0,19,Padre de postulante,5.8000002,14,7
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",62,662,573,631,0,19,Padre de postulante,6.1999998,11,7
Femenino,Soltero,Particular Pagado (Dependencia 4),68,647,691,667,0,19,Padre de postulante,6.8000002,14,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,506,327,448,0,18,Padre de postulante,5.4000001,2,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),64,583,606,583,1,19,Padre de postulante,6.4000001,2,4
Femenino,Soltero,Particular Pagado (Dependencia 4),53,516,634,572,0,19,Padre de postulante,5.3000002,4,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),52,516,637,414,0,19,Padre de postulante,5.1999998,4,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",55,420,469,392,0,19,Padre de postulante,5.5,2,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,516,644,552,0,19,Padre de postulante,5.3000002,11,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),58,483,603,572,0,19,Padre de postulante,5.8000002,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,531,422,431,0,18,Madre del postulante,5.5,11,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,704,672,692,0,18,Madre del postulante,6.0999999,2,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",57,641,596,605,0,19,Padre de postulante,5.6999998,11,4
Femenino,Soltero,Particular Subvencionado (Dependencia 3),63,611,518,527,1,19,Madre del postulante,6.3000002,4,4
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",53,460,477,492,0,20,Padre de postulante,5.3000002,13,4
Femenino,Soltero,Particular Pagado (Dependencia 4),68,747,785,734,0,19,Padre de postulante,6.8000002,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),55,579,448,392,0,19,Padre de postulante,5.5,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),54,465,477,289,0,19,Padre de postulante,5.4000001,4,5
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",66,433,459,347,1,19,Madre del postulante,6.5999999,5,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,472,606,593,0,19,Padre de postulante,5.6999998,3,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),53,537,548,538,0,19,Padre de postulante,5.3000002,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),63,521,581,542,0,19,Madre del postulante,6.3000002,5,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,405,436,414,0,19,Madre del postulante,5.4000001,11,4
Masculino,Soltero,Particular Subvencionado (Dependencia 3),64,685,738,681,0,19,Padre de postulante,6.4000001,6,13
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,521,448,514,0,19,Padre de postulante,5.3000002,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",50,420,493,431,0,20,Padre de postulante,5,5,4
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",61,472,499,492,0,19,Padre de postulante,6.0999999,7,7
Masculino,Soltero,"Municipal (Dependencia 1, 2, 5)",65,678,644,704,0,18,Madre del postulante,6.5,14,14
Femenino,Soltero,Particular Subvencionado (Dependencia 3),50,322,372,371,0,21,Padre de postulante,5,4,3
Masculino,Soltero,Particular Subvencionado (Dependencia 3),64,600,659,552,1,19,Padre de postulante,6.4000001,5,4
Femenino,Soltero,Particular Pagado (Dependencia 4),63,622,651,619,0,19,Padre de postulante,6.3000002,14,13
Femenino,Soltero,Particular Subvencionado (Dependencia 3),53,420,485,483,0,19,Madre del postulante,5.3000002,2,2
Masculino,Soltero,Particular Subvencionado (Dependencia 3),61,563,600,552,0,19,Padre de postulante,6.0999999,7,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),56,552,543,568,0,19,Padre de postulante,5.5999999,14,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),57,568,606,583,0,19,Padre de postulante,5.6999998,2,13
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",46,353,372,319,0,19,Madre del postulante,4.5999999,5,5
Femenino,Soltero,"Municipal (Dependencia 1, 2, 5)",50,322,327,347,0,19,Padre de postulante,5,2,2
Femenino,Soltero,Particular Subvencionado (Dependencia 3),54,397,436,414,0,19,Padre de postulante,5.4000001,5,5
Masculino,Soltero,Particular Subvencionado (Dependencia 3),63,579,672,593,0,19,Padre de postulante,6.3000002,5,14
Masculino,Soltero,Particular Subvencionado (Dependencia 3),55,472,499,520,0,19,Padre de postulante,5.5,5,11
Masculino,Soltero,Particular Subvencionado (Dependencia 3),50,397,513,483,0,20,Padre de postulante,5,14,5
Femenino,Soltero,Particular Subvencionado (Dependencia 3),59,579,569,473,0,19,Madre del postulante,5.9000001,4,13
Masculino,Soltero,Particular Subvencionado (Dependencia 3),51,397,499,263,0,18,Padre de postulante,5.0999999,7,11
